symptoms,disease
"body ache,weakness,chills",Malaria
"shortness of breath,nausea,sore throat",COVID-19
"body ache,chills,shortness of breath",Malaria
"weakness,cough,fever",Malaria
"sore throat,runny nose,weakness",Malaria
"body ache,cough,nausea",Malaria
"chills,weakness,fever",Flu
"sore throat,shortness of breath,nausea",COVID-19
"vomiting,weakness,muscle pain",Malaria
"nausea,shortness of breath,body ache",Malaria
"body ache,headache,cough",Malaria
"chills,sore throat,fever",Flu
"headache,shortness of breath,fever",Flu
"sore throat,nausea,muscle pain",Flu
"body ache,runny nose,weakness",Malaria
"chills,weakness,cough",Malaria
"runny nose,body ache,nausea",Malaria
"chills,cough,body ache",Malaria
"muscle pain,vomiting,sore throat",Malaria
"sore throat,shortness of breath,muscle pain",COVID-19
"vomiting,fever,weakness",Malaria
"cough,shortness of breath,sore throat",COVID-19
"runny nose,fever,body ache",Malaria
"cough,chills,headache",Flu
"cough,body ache,vomiting",Malaria
"nausea,shortness of breath,headache",COVID-19
"cough,vomiting,fever",Malaria
"chills,muscle pain,runny nose",Flu
"headache,shortness of breath,weakness",COVID-19
"chills,vomiting,sore throat",Malaria
"body ache,runny nose,vomiting",Malaria
"cough,fever,vomiting",Malaria
"vomiting,cough,muscle pain",Malaria
"sore throat,headache,body ache",Malaria
"vomiting,muscle pain,runny nose",Malaria
"chills,shortness of breath,cough",COVID-19
"headache,cough,sore throat",COVID-19
"body ache,runny nose,vomiting",Malaria
"sore throat,runny nose,vomiting",Malaria
"muscle pain,body ache,runny nose",Malaria
"chills,muscle pain,weakness",Flu
"chills,weakness,runny nose",Allergy
"weakness,shortness of breath,runny nose",COVID-19
"runny nose,sore throat,headache",Flu
"fever,sore throat,runny nose",Cold
"muscle pain,headache,chills",Flu
"sore throat,fever,shortness of breath",COVID-19
"body ache,runny nose,shortness of breath",Malaria
"runny nose,fever,sore throat",Cold
"chills,weakness,fever",Flu
"weakness,runny nose,headache",Flu
"muscle pain,fever,runny nose",Flu
"headache,fever,runny nose",Flu
"shortness of breath,runny nose,body ache",COVID-19
"muscle pain,weakness,vomiting",Malaria
"chills,sore throat,runny nose",Allergy
"fever,body ache,sore throat",Malaria
"nausea,weakness,runny nose",Malaria
"fever,headache,cough",Flu
"nausea,shortness of breath,sore throat",COVID-19
"nausea,runny nose,body ache",Malaria
"muscle pain,cough,runny nose",Flu
"chills,sore throat,fever",Flu
"runny nose,shortness of breath,sore throat",COVID-19
"muscle pain,shortness of breath,vomiting",COVID-19
"vomiting,weakness,body ache",Malaria
"fever,body ache,chills",Flu
"fever,shortness of breath,cough",COVID-19
"runny nose,weakness,vomiting",Malaria
"headache,chills,runny nose",Flu
"muscle pain,body ache,shortness of breath",Malaria
"body ache,runny nose,cough",Malaria
"vomiting,chills,cough",Malaria
"body ache,fever,muscle pain",Flu
"weakness,chills,nausea",Malaria
"vomiting,fever,chills",Flu
"headache,chills,weakness",Flu
"cough,chills,headache",Flu
"muscle pain,runny nose,chills",Flu
"sore throat,muscle pain,vomiting",Malaria
"body ache,nausea,chills",Malaria
"chills,runny nose,shortness of breath",Allergy
"fever,runny nose,chills",Flu
"nausea,weakness,fever",Malaria
"runny nose,body ache,nausea",Malaria
"shortness of breath,muscle pain,chills",Flu
"weakness,chills,nausea",Malaria
"headache,shortness of breath,body ache",COVID-19
"headache,weakness,vomiting",Malaria
"fever,cough,nausea",COVID-19
"muscle pain,body ache,sore throat",Malaria
"nausea,vomiting,runny nose",Malaria
"chills,weakness,headache",Flu
"sore throat,body ache,vomiting",Malaria
"weakness,nausea,headache",Malaria
"body ache,chills,sore throat",Malaria
"nausea,vomiting,headache",Malaria
"sore throat,muscle pain,body ache",Malaria
"runny nose,sore throat,vomiting",Malaria
"sore throat,weakness,shortness of breath",COVID-19
"muscle pain,body ache,runny nose",Malaria
"sore throat,body ache,headache",Malaria
"headache,weakness,shortness of breath",COVID-19
"muscle pain,chills,headache",Flu
"sore throat,vomiting,cough",Malaria
"weakness,vomiting,fever",Malaria
"runny nose,headache,sore throat",Flu
"chills,nausea,muscle pain",Flu
"headache,cough,nausea",COVID-19
"runny nose,chills,fever",Flu
"shortness of breath,headache,muscle pain",Flu
"body ache,cough,vomiting",Malaria
"muscle pain,vomiting,fever",Flu
"weakness,body ache,sore throat",Malaria
"chills,sore throat,nausea",Flu
"headache,fever,runny nose",Flu
"sore throat,nausea,vomiting",Malaria
"vomiting,nausea,chills",Malaria
"sore throat,fever,headache",Flu
"weakness,shortness of breath,nausea",Malaria
"headache,body ache,runny nose",Malaria
"fever,vomiting,chills",Flu
"sore throat,muscle pain,body ache",Malaria
"chills,muscle pain,body ache",Flu
"nausea,muscle pain,sore throat",Flu
"vomiting,headache,cough",Malaria
"weakness,nausea,runny nose",Malaria
"headache,sore throat,weakness",Malaria
"chills,nausea,muscle pain",Flu
"fever,muscle pain,chills",Flu
"muscle pain,chills,headache",Flu
"body ache,sore throat,weakness",Malaria
"body ache,nausea,sore throat",Malaria
"vomiting,runny nose,fever",Malaria
"sore throat,runny nose,body ache",Malaria
"shortness of breath,body ache,chills",COVID-19
"headache,chills,nausea",Flu
"chills,vomiting,body ache",Malaria
"chills,vomiting,shortness of breath",Malaria
"chills,shortness of breath,nausea",COVID-19
"shortness of breath,body ache,cough",COVID-19
"nausea,shortness of breath,cough",COVID-19
"vomiting,shortness of breath,weakness",Malaria
"fever,vomiting,shortness of breath",Malaria
"muscle pain,cough,vomiting",Malaria
"sore throat,runny nose,weakness",Malaria
"sore throat,shortness of breath,chills",COVID-19
"sore throat,nausea,muscle pain",Flu
"cough,headache,body ache",Malaria
"chills,vomiting,shortness of breath",Malaria
"cough,runny nose,muscle pain",COVID-19
"vomiting,fever,muscle pain",Flu
"weakness,shortness of breath,cough",COVID-19
"weakness,chills,fever",Flu
"runny nose,fever,cough",COVID-19
"muscle pain,fever,nausea",Flu
"weakness,runny nose,cough",Malaria
"fever,sore throat,shortness of breath",COVID-19
"body ache,vomiting,shortness of breath",Malaria
"muscle pain,vomiting,sore throat",Malaria
"weakness,nausea,chills",Malaria
"vomiting,headache,body ache",Malaria
"fever,body ache,muscle pain",Flu
"body ache,weakness,muscle pain",Malaria
"weakness,vomiting,body ache",Malaria
"shortness of breath,fever,chills",Flu
"shortness of breath,sore throat,muscle pain",COVID-19
"cough,body ache,chills",Malaria
"fever,shortness of breath,weakness",COVID-19
"nausea,runny nose,muscle pain",Flu
"chills,muscle pain,cough",Flu
"shortness of breath,vomiting,muscle pain",COVID-19
"body ache,sore throat,vomiting",Malaria
"nausea,cough,vomiting",Malaria
"sore throat,fever,weakness",Malaria
"body ache,vomiting,runny nose",Malaria
"sore throat,weakness,nausea",Malaria
"fever,muscle pain,runny nose",Flu
"runny nose,cough,shortness of breath",COVID-19
"weakness,runny nose,sore throat",Malaria
"shortness of breath,fever,body ache",COVID-19
"fever,vomiting,body ache",Malaria
"cough,muscle pain,weakness",COVID-19
"muscle pain,sore throat,fever",Flu
"vomiting,cough,body ache",Malaria
"headache,vomiting,nausea",Malaria
"chills,shortness of breath,fever",Flu
"weakness,headache,fever",Flu
"cough,sore throat,weakness",COVID-19
"nausea,runny nose,weakness",Malaria
"shortness of breath,muscle pain,chills",Flu
"headache,cough,fever",Flu
"runny nose,fever,vomiting",Malaria
"weakness,vomiting,runny nose",Malaria
"runny nose,vomiting,headache",Malaria
"muscle pain,vomiting,runny nose",Malaria
"runny nose,weakness,fever",Malaria
"sore throat,vomiting,fever",Malaria
"sore throat,shortness of breath,runny nose",COVID-19
"chills,sore throat,vomiting",Malaria
"shortness of breath,fever,runny nose",COVID-19
"chills,headache,weakness",Flu
"shortness of breath,fever,body ache",COVID-19
"shortness of breath,nausea,headache",COVID-19
"vomiting,muscle pain,fever",Flu
"nausea,runny nose,shortness of breath",COVID-19
"cough,body ache,vomiting",Malaria
"nausea,headache,fever",Flu
"body ache,runny nose,fever",Malaria
"cough,vomiting,headache",Malaria
"shortness of breath,muscle pain,headache",Flu
"sore throat,vomiting,headache",Malaria
"headache,weakness,fever",Flu
"nausea,runny nose,cough",COVID-19
"chills,muscle pain,body ache",Flu
"cough,fever,chills",Flu
"shortness of breath,vomiting,cough",COVID-19
"body ache,weakness,nausea",Malaria
"cough,runny nose,fever",COVID-19
"muscle pain,weakness,body ache",Malaria
"weakness,muscle pain,nausea",Malaria
"headache,chills,nausea",Flu
"fever,cough,shortness of breath",COVID-19
"weakness,fever,shortness of breath",COVID-19
"nausea,cough,sore throat",COVID-19
"vomiting,fever,nausea",Malaria
"nausea,weakness,muscle pain",Malaria
"vomiting,runny nose,fever",Malaria
"headache,muscle pain,chills",Flu
"weakness,body ache,vomiting",Malaria
"shortness of breath,cough,vomiting",COVID-19
"nausea,fever,weakness",Malaria
"headache,chills,nausea",Flu
"body ache,cough,nausea",Malaria
"nausea,sore throat,weakness",Malaria
"chills,body ache,runny nose",Malaria
"runny nose,nausea,chills",Flu
"sore throat,fever,weakness",Malaria
"cough,sore throat,chills",COVID-19
"cough,weakness,sore throat",COVID-19
"shortness of breath,chills,headache",Flu
"shortness of breath,muscle pain,cough",COVID-19
"shortness of breath,cough,body ache",COVID-19
"fever,shortness of breath,body ache",COVID-19
"shortness of breath,runny nose,vomiting",COVID-19
"nausea,weakness,sore throat",Malaria
"body ache,sore throat,vomiting",Malaria
"muscle pain,runny nose,shortness of breath",COVID-19
"nausea,sore throat,weakness",Malaria
"shortness of breath,muscle pain,body ache",COVID-19
"muscle pain,fever,body ache",Flu
"fever,headache,nausea",Flu
"sore throat,fever,chills",Flu
"muscle pain,runny nose,weakness",Flu
"fever,weakness,nausea",Malaria
"vomiting,sore throat,fever",Malaria
"vomiting,cough,nausea",Malaria
"runny nose,fever,sore throat",Cold
"headache,shortness of breath,weakness",COVID-19
"nausea,body ache,headache",Malaria
"muscle pain,fever,body ache",Flu
"headache,cough,chills",Flu
"cough,headache,shortness of breath",COVID-19
"body ache,nausea,sore throat",Malaria
"fever,sore throat,headache",Flu
"fever,headache,cough",Flu
"muscle pain,cough,sore throat",Flu
"headache,shortness of breath,runny nose",COVID-19
"headache,chills,runny nose",Flu
"fever,nausea,headache",Flu
"nausea,headache,chills",Flu
"vomiting,weakness,cough",Malaria
"nausea,runny nose,chills",Flu
"sore throat,headache,weakness",Malaria
"body ache,runny nose,cough",Malaria
"vomiting,headache,body ache",Malaria
"weakness,body ache,muscle pain",Malaria
"runny nose,weakness,fever",Malaria
"muscle pain,nausea,headache",Flu
"headache,cough,fever",Flu
"sore throat,vomiting,cough",Malaria
"fever,muscle pain,vomiting",Flu
"chills,fever,weakness",Flu
"nausea,chills,runny nose",Allergy
"muscle pain,runny nose,cough",Flu
"chills,weakness,cough",Malaria
"runny nose,cough,weakness",COVID-19
"runny nose,weakness,muscle pain",Malaria
"headache,sore throat,cough",COVID-19
"shortness of breath,sore throat,nausea",COVID-19
"headache,cough,fever",Flu
"sore throat,body ache,cough",Malaria
"shortness of breath,body ache,chills",COVID-19
"fever,chills,sore throat",Flu
"runny nose,chills,shortness of breath",COVID-19
"weakness,sore throat,nausea",Malaria
"weakness,nausea,sore throat",Malaria
"headache,fever,body ache",Flu
"fever,weakness,runny nose",Malaria
"shortness of breath,muscle pain,runny nose",COVID-19
"shortness of breath,vomiting,nausea",Malaria
"body ache,shortness of breath,sore throat",Malaria
"muscle pain,chills,headache",Flu
"sore throat,headache,weakness",Malaria
"nausea,muscle pain,body ache",Malaria
"vomiting,headache,runny nose",Malaria
"shortness of breath,runny nose,sore throat",COVID-19
"runny nose,body ache,sore throat",Malaria
"vomiting,headache,cough",Malaria
"headache,runny nose,fever",Flu
"headache,chills,sore throat",Flu
"runny nose,weakness,chills",Malaria
"chills,vomiting,cough",Malaria
"fever,sore throat,runny nose",Cold
"vomiting,headache,runny nose",Malaria
"nausea,muscle pain,fever",Flu
"nausea,chills,fever",Flu
"weakness,runny nose,headache",Flu
"cough,headache,chills",Flu
"sore throat,headache,shortness of breath",COVID-19
"shortness of breath,vomiting,body ache",Malaria
"muscle pain,cough,vomiting",Malaria
"cough,shortness of breath,nausea",COVID-19
"vomiting,cough,body ache",Malaria
"body ache,runny nose,muscle pain",Malaria
"sore throat,runny nose,body ache",Malaria
"headache,body ache,fever",Flu
"vomiting,fever,weakness",Malaria
"muscle pain,weakness,sore throat",Flu
"muscle pain,chills,runny nose",Flu
"muscle pain,fever,body ache",Flu
"sore throat,body ache,vomiting",Malaria
"nausea,chills,fever",Flu
"runny nose,headache,sore throat",Flu
"vomiting,shortness of breath,cough",COVID-19
"weakness,chills,fever",Flu
"runny nose,vomiting,cough",Malaria
"sore throat,body ache,shortness of breath",Malaria
"body ache,runny nose,cough",Malaria
"muscle pain,vomiting,weakness",Malaria
"vomiting,nausea,sore throat",Malaria
"sore throat,vomiting,chills",Malaria
"sore throat,chills,runny nose",Allergy
"sore throat,shortness of breath,nausea",COVID-19
"cough,headache,vomiting",Malaria
"weakness,sore throat,runny nose",Malaria
"cough,muscle pain,fever",Flu
"cough,fever,chills",Flu
"weakness,chills,cough",Malaria
"cough,weakness,muscle pain",COVID-19
"vomiting,body ache,shortness of breath",Malaria
"vomiting,headache,chills",Flu
"nausea,shortness of breath,runny nose",COVID-19
"shortness of breath,muscle pain,runny nose",COVID-19
"vomiting,fever,chills",Flu
"cough,fever,weakness",COVID-19
"muscle pain,chills,vomiting",Flu
"vomiting,nausea,headache",Malaria
"muscle pain,nausea,shortness of breath",COVID-19
"sore throat,muscle pain,fever",Flu
"headache,nausea,weakness",Malaria
"sore throat,runny nose,chills",Flu
"vomiting,chills,fever",Flu
"vomiting,chills,fever",Flu
"headache,runny nose,vomiting",Allergy
"sore throat,vomiting,runny nose",Malaria
"cough,muscle pain,vomiting",Malaria
"headache,fever,nausea",Flu
"muscle pain,cough,chills",Flu
"weakness,nausea,muscle pain",Malaria
"sore throat,muscle pain,cough",Flu
"muscle pain,sore throat,shortness of breath",COVID-19
"fever,body ache,muscle pain",Flu
"nausea,chills,headache",Flu
"weakness,fever,sore throat",Malaria
"runny nose,body ache,cough",Malaria
"shortness of breath,sore throat,nausea",COVID-19
"muscle pain,body ache,shortness of breath",Malaria
"body ache,muscle pain,weakness",Malaria
"headache,sore throat,body ache",Malaria
"fever,nausea,headache",Flu
"sore throat,cough,headache",COVID-19
"runny nose,weakness,chills",Malaria
"muscle pain,cough,shortness of breath",COVID-19
"shortness of breath,headache,chills",Flu
"body ache,shortness of breath,nausea",Malaria
"sore throat,vomiting,body ache",Malaria
"runny nose,sore throat,muscle pain",Flu
"cough,runny nose,weakness",COVID-19
"nausea,sore throat,shortness of breath",COVID-19
"headache,cough,nausea",COVID-19
"vomiting,headache,muscle pain",Flu
"fever,vomiting,body ache",Malaria
"fever,chills,headache",Flu
"body ache,cough,weakness",Malaria
"muscle pain,sore throat,runny nose",Flu
"sore throat,chills,body ache",Malaria
"nausea,sore throat,vomiting",Malaria
"fever,cough,shortness of breath",COVID-19
"fever,muscle pain,body ache",Flu
"chills,weakness,body ache",Malaria
"weakness,headache,shortness of breath",COVID-19
"weakness,headache,vomiting",Malaria
"weakness,body ache,runny nose",Malaria
"muscle pain,weakness,headache",Flu
"sore throat,body ache,muscle pain",Malaria
"chills,fever,body ache",Flu
"muscle pain,weakness,nausea",Malaria
"headache,muscle pain,shortness of breath",Flu
"body ache,nausea,shortness of breath",Malaria
"vomiting,fever,chills",Flu
"shortness of breath,chills,fever",Flu
"nausea,weakness,shortness of breath",Malaria
"body ache,weakness,headache",Malaria
"muscle pain,sore throat,runny nose",Flu
"body ache,chills,weakness",Malaria
"sore throat,vomiting,chills",Malaria
"cough,muscle pain,body ache",Malaria
"vomiting,headache,cough",Malaria
"cough,weakness,sore throat",COVID-19
"runny nose,cough,fever",COVID-19
"muscle pain,runny nose,vomiting",Malaria
"headache,cough,nausea",COVID-19
"headache,fever,muscle pain",Flu
"body ache,nausea,shortness of breath",Malaria
"shortness of breath,muscle pain,cough",COVID-19
"runny nose,cough,headache",Flu
"cough,nausea,weakness",Malaria
"nausea,runny nose,shortness of breath",COVID-19
"runny nose,weakness,body ache",Malaria
"vomiting,weakness,headache",Malaria
"fever,sore throat,body ache",Malaria
"sore throat,nausea,muscle pain",Flu
